Truth,MOS,MOS_Var,n_votes,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
2.71,2.9,0.7666666666666665,10,2,4,3,4,2,3,3,2,4,2
4.220000000000001,3.6,1.3777777777777773,10,4,4,1,5,5,3,3,4,4,3
2.37,2.6,0.7111111111111112,10,3,2,3,3,2,1,3,2,3,4
3.51,2.8,0.6222222222222222,10,2,4,3,2,3,4,3,2,3,2
3.82,3.8,0.6222222222222222,10,4,4,5,4,4,3,3,3,3,5
3.63,3.4,0.9333333333333333,10,3,3,4,2,4,4,2,3,5,4
3.57,3.2,1.0666666666666669,10,2,2,4,3,4,5,3,4,3,2
2.98,3.0,1.3333333333333333,10,3,4,4,5,2,2,2,2,4,2
1.81,2.0,0.6666666666666666,10,3,3,1,2,2,3,1,2,2,1
3.58,3.8,0.8444444444444444,10,3,4,5,3,4,4,4,5,2,4
3.02,3.3,0.6777777777777777,10,3,3,2,5,3,4,3,3,4,3
4.1,3.7,1.5666666666666667,10,4,3,3,1,5,3,5,5,4,4
1.05,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.23,1.3,0.23333333333333334,10,2,1,2,2,1,1,1,1,1,1
3.98,4.4,0.2666666666666667,10,4,5,5,5,4,4,4,4,4,5
3.95,4.0,0.6666666666666666,10,3,5,3,4,5,5,4,4,4,3
2.69,2.7,0.6777777777777777,10,4,3,2,2,2,2,2,4,3,3
2.42,2.1,0.5444444444444444,10,2,3,2,1,3,2,2,1,3,2
4.05,4.2,0.39999999999999997,10,4,4,5,5,3,4,4,4,4,5
4.67,4.6,0.2666666666666667,10,4,5,4,4,5,5,5,5,4,5
4.82,4.9,0.09999999999999996,10,4,5,5,5,5,5,5,5,5,5
3.95,4.1,0.32222222222222213,10,4,4,3,5,4,4,4,5,4,4
1.69,1.3,0.23333333333333334,10,1,1,2,2,1,1,1,2,1,1
1.09,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
4.63,4.8,0.17777777777777773,10,4,5,5,5,5,5,5,5,5,4
4.54,4.7,0.4555555555555555,10,5,4,5,5,3,5,5,5,5,5
2.1,2.3,0.8999999999999999,10,2,1,3,3,1,3,3,1,3,3
4.66,4.7,0.23333333333333334,10,5,4,5,5,5,5,4,4,5,5
1.71,2.0,1.5555555555555556,10,3,2,5,1,1,1,1,2,2,2
1.05,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
3.65,4.4,0.2666666666666667,10,4,4,5,5,4,5,4,4,5,4
1.56,2.1,1.2111111111111112,10,3,3,1,2,4,1,1,1,3,2
4.6,4.7,0.23333333333333334,10,4,4,5,5,4,5,5,5,5,5
4.89,4.6,0.7111111111111109,10,5,5,5,5,3,5,5,3,5,5
4.93,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.49,2.5,0.7222222222222222,10,3,3,2,2,2,3,4,1,2,3
3.3600000000000003,3.6,1.3777777777777775,10,3,4,2,5,2,3,5,4,5,3
1.57,2.1,0.9888888888888887,10,2,1,1,3,1,2,3,4,2,2
2.38,2.3,0.6777777777777777,10,3,3,3,1,3,2,2,1,3,2
1.92,2.1,0.7666666666666666,10,2,3,1,2,4,2,1,2,2,2
1.48,1.5,0.7222222222222222,10,1,1,1,1,3,3,1,2,1,1
4.5,4.2,1.0666666666666669,10,4,2,5,4,5,5,4,5,3,5
1.55,1.6,0.48888888888888904,10,1,2,3,2,1,1,2,1,1,2
2.26,2.7,0.8999999999999999,10,3,5,3,3,2,2,2,2,2,3
3.97,4.5,0.9444444444444444,10,5,4,5,4,5,5,5,5,2,5
3.09,2.2,0.6222222222222222,10,3,3,3,1,2,2,3,2,1,2
2.69,2.4,1.3777777777777775,10,2,1,3,4,1,2,4,3,3,1
1.44,1.3,0.23333333333333334,10,2,1,2,2,1,1,1,1,1,1
3.14,2.9,0.5444444444444445,10,2,3,4,3,3,3,2,4,3,2
4.0,3.6,1.822222222222222,10,3,2,5,1,5,4,3,5,4,4
2.27,2.6,2.2666666666666666,10,4,3,3,4,1,1,1,1,3,5
4.42,4.2,0.39999999999999997,10,4,3,4,4,5,4,4,5,4,5
1.43,1.5,0.5,10,1,1,3,1,2,2,2,1,1,1
2.2,2.5,0.5,10,3,2,2,2,2,2,2,4,3,3
4.76,4.9,0.09999999999999998,10,5,5,5,4,5,5,5,5,5,5
1.03,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.62,1.5,0.2777777777777778,10,2,2,1,2,1,1,1,2,2,1
3.53,3.5,0.2777777777777778,10,3,3,4,4,3,3,4,4,3,4
4.5200000000000005,4.7,0.4555555555555555,10,5,5,5,5,5,4,5,5,3,5
3.3600000000000003,3.2,0.6222222222222222,10,4,3,4,4,4,3,2,3,2,3
4.3100000000000005,4.5,0.5,10,5,3,5,4,5,5,4,4,5,5
2.55,2.7,0.4555555555555555,10,3,4,3,2,3,3,2,3,2,2
1.32,1.3,0.23333333333333334,10,2,1,1,1,1,2,1,1,1,2
1.67,1.6,0.48888888888888904,10,3,2,1,1,1,1,2,2,1,2
1.1800000000000002,1.1,0.09999999999999999,10,1,1,1,1,1,2,1,1,1,1
3.16,3.0,1.5555555555555556,10,3,2,4,1,2,3,5,2,4,4
4.94,4.9,0.09999999999999998,10,5,5,4,5,5,5,5,5,5,5
4.68,4.9,0.09999999999999999,10,5,5,5,5,5,5,5,4,5,5
4.14,4.1,0.3222222222222222,10,4,4,4,4,4,5,3,4,4,5
4.0600000000000005,4.5,0.5,10,5,5,4,3,4,5,4,5,5,5
4.9,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
1.56,2.1,1.2111111111111112,10,1,1,3,3,2,2,4,1,1,3
3.67,3.6,1.5999999999999999,10,3,1,4,3,3,5,5,4,5,3
2.82,2.2,1.9555555555555557,10,2,2,3,1,1,1,4,2,1,5
1.54,1.4,0.2666666666666667,10,1,1,1,2,2,2,2,1,1,1
4.23,4.4,0.48888888888888893,10,5,4,5,5,4,4,4,3,5,5
1.58,1.9,0.7666666666666665,10,1,3,1,1,3,2,1,2,3,2
1.06,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.1800000000000002,1.1,0.09999999999999999,10,2,1,1,1,1,1,1,1,1,1
4.02,4.3,0.4555555555555555,10,5,4,5,5,4,3,5,4,4,4
4.18,4.3,0.4555555555555555,10,3,5,5,4,5,4,5,4,4,4
4.6,4.3,0.23333333333333334,10,4,5,4,4,5,4,4,4,4,5
4.86,4.6,0.4888888888888887,10,5,3,5,5,4,5,5,5,4,5
1.14,1.4,0.2666666666666667,10,1,1,2,2,2,1,2,1,1,1
3.04,2.4,0.9333333333333333,10,3,2,3,3,2,1,1,3,2,4
4.43,4.6,0.26666666666666666,10,5,4,5,5,4,4,5,5,5,4
2.2,2.4,0.9333333333333336,10,3,1,4,3,3,2,1,2,3,2
1.97,2.2,0.6222222222222222,10,2,3,2,2,1,2,3,1,3,3
3.04,3.3,1.1222222222222222,10,4,2,4,4,4,2,5,2,3,3
4.2700000000000005,4.7,0.23333333333333334,10,5,5,4,4,5,5,5,4,5,5
3.92,4.0,0.6666666666666666,10,5,5,4,4,4,4,3,5,3,3
4.3100000000000005,4.4,0.48888888888888893,10,4,5,5,5,5,4,4,4,5,3
1.77,2.0,0.6666666666666666,10,2,3,3,1,1,3,1,2,2,2
4.29,4.1,0.3222222222222222,10,4,5,4,4,4,4,5,4,3,4
4.44,4.4,0.9333333333333331,10,4,5,2,5,5,5,5,4,4,5
4.75,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.12,4.5,0.5,10,5,5,5,4,5,5,3,4,5,4
2.69,2.6,1.1555555555555557,10,3,2,1,3,3,4,1,2,4,3
2.27,2.6,0.2666666666666667,10,3,3,2,2,3,3,2,3,2,3
2.54,2.3,0.8999999999999999,10,2,1,1,3,2,2,4,3,3,2
4.8100000000000005,4.6,0.2666666666666667,10,4,5,4,4,5,5,5,5,5,4
3.23,2.9,1.4333333333333331,10,4,4,3,2,1,2,3,2,3,5
2.6100000000000003,1.7,0.4555555555555555,10,2,1,2,2,1,1,1,2,2,3
2.3,2.2,0.8444444444444444,10,1,2,3,2,3,4,2,1,2,2
1.48,1.6,0.48888888888888893,10,1,1,1,2,2,2,1,2,3,1
2.43,2.7,0.4555555555555555,10,2,4,3,3,2,2,3,2,3,3
4.73,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.13,2.3,0.8999999999999999,10,2,1,3,2,4,2,1,3,2,3
3.91,4.2,1.0666666666666669,10,4,2,4,4,5,5,5,5,3,5
4.779999999999999,4.7,0.23333333333333334,10,5,4,5,5,5,5,5,4,4,5
3.35,3.5,1.3888888888888888,10,4,4,5,2,4,4,2,5,3,2
1.27,1.4,0.48888888888888893,10,1,2,1,1,2,1,1,1,1,3
4.9,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.64,4.7,0.23333333333333334,10,5,4,5,4,4,5,5,5,5,5
2.69,2.9,0.7666666666666666,10,2,3,3,4,3,3,1,3,3,4
1.57,1.6,0.48888888888888904,10,3,1,1,1,1,2,1,2,2,2
1.12,1.1,0.1,10,1,1,1,1,1,1,1,1,1,2
1.41,1.5,0.5,10,1,1,2,2,1,1,2,1,3,1
4.58,4.8,0.17777777777777776,10,5,5,5,5,5,5,5,5,4,4
3.24,3.2,1.0666666666666669,10,4,5,3,4,2,4,3,2,3,2
2.47,2.8,0.39999999999999997,10,3,2,3,2,3,3,2,3,4,3
1.48,1.2,0.1777777777777778,10,1,1,2,1,1,1,2,1,1,1
2.17,1.7,0.8999999999999998,10,1,1,1,1,4,2,2,2,1,2
2.36,2.2,0.8444444444444444,10,3,3,4,2,1,2,2,2,1,2
4.65,4.7,0.4555555555555555,10,4,5,3,5,5,5,5,5,5,5
4.0600000000000005,4.2,0.39999999999999997,10,4,5,4,4,4,5,5,3,4,4
1.38,1.3,0.45555555555555544,10,3,1,1,1,1,1,2,1,1,1
1.12,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.48,1.4,0.48888888888888893,10,1,1,1,1,1,1,2,1,3,2
3.1,2.5,0.9444444444444444,10,4,1,3,2,3,3,3,2,3,1
2.16,2.1,0.5444444444444444,10,1,2,1,3,2,3,2,3,2,2
1.94,2.5,1.3888888888888888,10,3,2,1,2,2,5,3,1,3,3
2.07,1.8,0.8444444444444446,10,1,2,2,1,3,3,1,1,3,1
1.9,1.8,0.4000000000000001,10,1,2,2,2,2,2,1,3,2,1
1.41,1.3,0.23333333333333334,10,1,2,1,1,1,1,1,2,1,2
2.19,2.3,1.3444444444444443,10,2,2,1,3,2,5,2,3,2,1
3.07,3.6,1.3777777777777775,10,5,3,4,4,1,4,3,4,3,5
2.22,2.1,0.5444444444444444,10,2,1,2,2,1,2,2,3,3,3
1.86,1.9,0.5444444444444444,10,2,2,2,2,2,1,1,1,3,3
3.37,4.1,0.9888888888888887,10,2,5,5,4,3,4,4,4,5,5
1.94,1.7,0.6777777777777777,10,1,3,1,2,1,1,2,2,1,3
2.76,2.5,1.1666666666666667,10,2,1,3,4,2,1,3,2,3,4
3.92,4.4,0.48888888888888893,10,5,5,5,4,5,4,4,4,3,5
2.83,2.7,0.4555555555555555,10,2,3,3,2,3,3,2,4,2,3
1.39,1.4,0.48888888888888915,10,3,1,1,1,1,1,1,2,2,1
4.0,4.0,0.8888888888888888,10,4,5,2,4,4,4,5,3,4,5
4.99,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
3.18,3.8,0.17777777777777773,10,3,4,4,4,4,4,4,3,4,4
3.98,4.1,0.9888888888888889,10,5,4,5,4,4,5,5,2,3,4
1.0699999999999998,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
3.98,3.7,0.4555555555555555,10,3,4,4,5,4,4,3,4,3,3
1.53,1.4,0.48888888888888915,10,3,1,1,1,2,1,2,1,1,1
4.61,4.2,0.8444444444444444,10,5,4,4,4,4,4,2,5,5,5
1.83,2.0,0.6666666666666666,10,3,1,2,1,3,2,1,2,3,2
1.64,1.6,0.48888888888888893,10,2,1,1,1,2,2,3,1,2,1
4.03,3.5,1.1666666666666667,10,3,4,4,2,3,4,5,5,3,2
3.76,3.1,0.9888888888888889,10,4,3,4,4,3,1,2,3,4,3
3.7,3.5,0.7222222222222222,10,2,3,5,4,4,3,3,3,4,4
4.279999999999999,4.6,0.2666666666666667,10,4,4,5,5,5,4,5,5,4,5
2.3,2.2,1.2888888888888892,10,1,3,1,2,4,4,1,2,2,2
2.6100000000000003,3.1,1.4333333333333336,10,3,3,2,1,5,2,3,4,4,4
3.45,3.6,1.5999999999999996,10,1,5,5,5,3,4,4,3,3,3
2.69,3.2,1.2888888888888894,10,1,5,4,4,3,3,3,3,2,4
2.06,2.2,1.0666666666666667,10,2,2,3,4,1,3,1,3,1,2
2.29,2.1,0.7666666666666665,10,3,1,3,3,1,3,2,2,2,1
3.3600000000000003,3.3,0.6777777777777777,10,4,3,4,4,3,4,4,3,2,2
4.17,4.1,0.9888888888888887,10,4,5,4,2,5,4,5,4,3,5
2.6,2.5,1.6111111111111112,10,2,3,2,2,3,1,2,4,5,1
2.71,2.6,1.1555555555555557,10,1,3,2,2,3,5,3,2,3,2
3.95,4.0,0.6666666666666666,10,4,5,4,4,4,3,5,5,3,3
5.0,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.87,4.6,0.4888888888888888,10,5,5,5,4,5,5,3,4,5,5
3.49,3.9,1.8777777777777784,10,3,1,4,5,3,3,5,5,5,5
4.74,4.9,0.09999999999999999,10,5,5,5,5,5,5,5,5,4,5
2.47,2.2,1.288888888888889,10,2,3,2,1,4,2,1,2,4,1
1.6,1.5,0.2777777777777778,10,1,1,1,2,2,1,2,1,2,2
3.48,3.9,0.5444444444444444,10,5,3,5,4,4,3,4,3,4,4
4.45,4.5,0.2777777777777778,10,5,5,4,4,5,5,5,4,4,4
4.25,4.4,0.4888888888888888,10,3,5,4,4,4,5,5,5,5,4
4.39,4.1,0.7666666666666666,10,5,4,3,5,5,4,3,4,3,5
1.57,1.3,0.23333333333333334,10,1,1,1,2,2,1,1,2,1,1
4.84,4.8,0.17777777777777776,10,5,5,5,5,5,4,5,4,5,5
2.51,2.5,1.3888888888888888,10,3,3,3,3,2,2,2,5,1,1
4.55,4.2,0.39999999999999997,10,4,4,5,4,4,4,3,5,4,5
2.8,3.2,0.8444444444444444,10,4,3,3,2,3,3,3,5,4,2
1.38,1.3,0.23333333333333334,10,1,1,1,1,1,1,2,2,1,2
2.69,2.7,1.1222222222222222,10,1,2,4,2,4,3,4,2,3,2
4.79,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.17,2.6,1.3777777777777775,10,4,4,1,1,2,3,2,3,4,2
3.7,3.9,0.5444444444444444,10,4,5,4,4,3,4,4,3,5,3
1.22,1.2,0.17777777777777784,10,2,1,1,1,1,2,1,1,1,1
1.84,2.1,0.9888888888888889,10,2,2,4,3,2,1,2,1,1,3
1.45,1.3,0.45555555555555544,10,1,2,3,1,1,1,1,1,1,1
4.63,4.7,0.23333333333333334,10,4,5,4,5,5,5,5,4,5,5
1.09,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
4.58,4.8,0.17777777777777776,10,5,5,5,5,5,5,5,4,4,5
3.19,3.5,0.7222222222222222,10,2,4,3,3,4,5,3,4,4,3
2.31,2.7,0.6777777777777777,10,3,3,3,3,3,1,2,3,2,4
4.02,4.5,0.5,10,5,5,5,5,5,4,4,3,5,4
4.37,4.3,0.6777777777777777,10,4,5,5,5,3,5,4,3,5,4
2.26,2.4,1.1555555555555557,10,3,2,2,2,1,4,1,2,4,3
1.25,1.1,0.09999999999999999,10,1,2,1,1,1,1,1,1,1,1
3.64,4.0,0.6666666666666666,10,4,3,4,5,4,5,4,3,5,3
2.63,2.7,1.3444444444444443,10,1,2,1,4,2,3,4,3,4,3
3.64,3.5,0.9444444444444444,10,3,4,3,3,4,5,5,3,3,2
4.48,4.8,0.39999999999999997,10,5,5,5,5,5,5,5,3,5,5
4.62,4.5,0.5,10,3,5,5,5,5,5,4,5,4,4
1.46,1.4,0.48888888888888893,10,2,1,1,1,2,1,3,1,1,1
1.86,1.9,0.5444444444444444,10,2,3,1,2,1,3,2,2,2,1
4.76,4.8,0.17777777777777773,10,5,4,5,4,5,5,5,5,5,5
2.69,2.5,1.1666666666666667,10,1,3,1,4,3,2,2,2,4,3
2.73,2.3,1.3444444444444443,10,2,2,5,1,2,3,1,2,2,3
2.34,2.4,1.3777777777777778,10,3,2,1,1,2,3,5,2,3,2
4.779999999999999,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.59,4.5,0.2777777777777778,10,4,4,5,5,4,5,5,4,4,5
3.68,3.7,1.1222222222222222,10,5,3,4,2,4,2,4,5,4,4
1.72,1.4,0.48888888888888904,10,1,2,1,1,1,3,2,1,1,1
1.99,1.7,0.6777777777777778,10,1,2,1,2,2,1,3,3,1,1
3.82,3.7,0.8999999999999999,10,4,4,4,2,5,3,5,3,3,4
2.16,2.0,0.2222222222222222,10,2,2,3,2,2,2,2,2,1,2
3.37,3.6,0.9333333333333336,10,4,4,2,3,4,5,4,2,4,4
1.76,1.4,0.2666666666666667,10,2,1,1,1,2,2,2,1,1,1
2.15,1.8,1.066666666666667,10,3,2,2,2,4,1,1,1,1,1
2.31,2.0,0.8888888888888888,10,2,1,1,1,2,3,3,3,3,1
3.55,3.5,0.2777777777777778,10,3,3,3,4,4,4,3,4,3,4
4.37,4.3,0.4555555555555555,10,4,5,3,4,4,5,4,5,5,4
3.02,2.8,1.0666666666666667,10,3,4,2,3,2,2,2,2,3,5
2.74,3.3,1.788888888888889,10,4,2,5,2,3,3,1,4,4,5
2.54,2.3,0.6777777777777777,10,1,2,2,3,3,3,3,1,3,2
4.09,3.7,0.6777777777777777,10,4,2,4,5,4,4,3,3,4,4
1.08,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
3.98,3.8,0.8444444444444444,10,4,4,4,3,5,4,3,5,2,4
2.59,2.7,0.8999999999999999,10,3,4,4,2,2,3,2,3,1,3
4.55,4.6,0.4888888888888888,10,5,5,5,4,5,4,3,5,5,5
2.81,3.3,0.6777777777777777,10,3,3,4,4,2,4,4,2,4,3
1.4,1.3,0.23333333333333334,10,1,1,1,2,2,2,1,1,1,1
3.15,3.6,0.7111111111111112,10,3,4,4,4,3,2,3,4,5,4
2.02,2.0,0.6666666666666666,10,2,3,2,1,2,1,2,1,3,3
2.88,3.5,0.7222222222222222,10,3,4,4,3,4,3,2,5,3,4
3.09,3.0,1.3333333333333333,10,4,3,5,3,2,2,4,3,1,3
4.91,4.8,0.17777777777777773,10,5,4,5,5,5,5,4,5,5,5
3.31,3.6,1.1555555555555557,10,5,2,4,4,4,2,3,4,5,3
2.62,3.0,1.3333333333333333,10,4,4,2,4,3,2,4,2,1,4
1.94,2.1,0.9888888888888889,10,4,2,1,2,3,2,2,1,1,3
4.43,4.6,0.2666666666666667,10,4,4,5,5,4,5,5,5,4,5
4.44,4.2,0.6222222222222222,10,4,4,4,5,5,3,3,5,4,5
1.89,1.9,0.3222222222222223,10,2,3,2,1,2,2,2,2,1,2
2.51,2.7,0.4555555555555555,10,3,3,4,3,2,2,2,2,3,3
1.42,1.7,0.45555555555555544,10,1,3,1,2,1,2,2,2,1,2
1.97,2.4,1.1555555555555557,10,2,2,2,4,1,3,3,4,2,1
1.15,1.2,0.17777777777777778,10,1,1,1,1,1,1,2,1,1,2
4.779999999999999,4.9,0.09999999999999998,10,5,5,4,5,5,5,5,5,5,5
4.45,4.5,0.2777777777777778,10,5,4,4,4,5,5,4,5,4,5
1.43,1.3,0.23333333333333334,10,1,1,1,1,2,1,1,1,2,2
1.93,1.7,0.6777777777777777,10,2,1,2,1,3,1,1,2,3,1
2.6100000000000003,3.5,0.9444444444444444,10,5,3,4,4,2,4,3,4,4,2
1.53,1.1,0.09999999999999999,10,1,1,2,1,1,1,1,1,1,1
4.01,4.2,0.17777777777777773,10,4,5,4,4,4,4,4,4,4,5
4.35,4.5,0.2777777777777778,10,5,5,4,5,4,5,5,4,4,4
2.14,2.2,0.6222222222222222,10,3,3,3,3,2,1,2,1,2,2
1.61,1.5,0.5,10,1,3,2,2,1,1,1,1,2,1
4.7,4.6,0.4888888888888888,10,5,5,5,4,3,4,5,5,5,5
4.69,4.4,0.48888888888888893,10,5,5,4,5,5,4,4,5,3,4
1.45,1.4,0.2666666666666667,10,2,1,1,1,2,1,1,2,1,2
2.08,2.9,0.9888888888888889,10,1,4,3,3,3,4,3,4,2,2
2.98,3.4,1.822222222222222,10,3,3,3,2,5,5,3,4,5,1
3.8,3.4,1.1555555555555554,10,4,4,2,5,2,4,3,4,4,2
1.71,1.8,0.4,10,2,2,2,2,2,1,1,2,3,1
1.63,2.0,0.6666666666666666,10,2,1,2,2,3,3,1,1,2,3
1.59,1.6,0.48888888888888904,10,3,2,1,2,1,1,2,1,1,2
1.56,1.5,0.2777777777777778,10,1,1,1,1,1,2,2,2,2,2
3.46,3.3,0.8999999999999999,10,3,2,2,4,4,3,3,4,3,5
1.24,1.2,0.1777777777777778,10,1,1,1,2,2,1,1,1,1,1
2.57,2.8,0.8444444444444444,10,3,2,3,3,2,1,3,4,4,3
4.18,4.3,0.4555555555555555,10,4,4,5,4,4,4,5,5,5,3
3.63,3.3,0.8999999999999999,10,3,3,3,1,4,4,4,4,3,4
3.27,3.4,0.7111111111111112,10,4,4,2,4,4,4,2,3,4,3
5.0,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
3.59,3.8,0.39999999999999997,10,4,4,4,3,4,3,4,4,5,3
4.3,3.8,0.6222222222222222,10,4,4,5,2,4,3,4,4,4,4
3.53,3.5,1.6111111111111112,10,5,5,5,3,4,2,2,3,2,4
2.41,2.5,1.6111111111111112,10,2,3,1,4,4,2,1,4,3,1
2.62,2.0,0.6666666666666666,10,3,2,2,2,3,2,1,1,1,3
2.76,2.7,0.4555555555555555,10,2,3,3,3,3,3,2,4,2,2
3.49,3.3,0.8999999999999999,10,5,3,3,2,4,3,4,3,2,4
4.83,4.8,0.17777777777777776,10,5,5,5,5,5,5,4,4,5,5
1.67,1.7,0.23333333333333334,10,1,2,1,2,2,2,2,2,1,2
4.64,4.7,0.4555555555555555,10,5,3,4,5,5,5,5,5,5,5
2.92,3.5,0.5,10,3,3,4,3,4,3,3,4,5,3
3.75,4.2,0.6222222222222222,10,3,5,4,4,5,4,3,5,4,5
2.35,2.6,2.0444444444444447,10,3,2,5,2,2,2,3,1,5,1
4.89,4.7,0.4555555555555555,10,4,3,5,5,5,5,5,5,5,5
2.98,3.0,0.6666666666666666,10,4,3,2,2,3,2,4,3,3,4
3.19,3.0,0.2222222222222222,10,3,3,3,3,3,4,2,3,3,3
2.46,2.4,1.155555555555556,10,3,3,2,1,4,1,2,2,2,4
4.12,4.1,0.32222222222222213,10,4,3,5,4,5,4,4,4,4,4
2.03,2.2,1.5111111111111113,10,3,1,4,2,4,1,3,2,1,1
4.61,4.5,0.5,10,5,5,3,5,4,5,4,4,5,5
1.76,2.1,1.4333333333333336,10,2,2,2,1,1,2,5,1,2,3
2.23,2.0,0.8888888888888888,10,3,2,3,1,3,1,2,3,1,1
1.84,2.1,0.7666666666666666,10,2,2,4,2,2,1,1,3,2,2
4.54,4.3,0.4555555555555555,10,4,4,4,5,5,3,4,5,4,5
1.61,1.3,0.45555555555555544,10,1,3,1,1,1,2,1,1,1,1
4.37,4.4,0.4888888888888888,10,3,5,4,5,5,4,5,4,4,5
2.77,3.4,0.48888888888888904,10,4,2,3,4,4,4,4,3,3,3
2.84,3.6,0.7111111111111112,10,3,4,4,2,5,4,3,4,4,3
3.91,4.1,0.7666666666666666,10,3,4,5,3,5,5,3,5,4,4
4.33,3.7,0.4555555555555555,10,4,4,4,2,4,4,4,4,4,3
4.74,3.9,1.2111111111111112,10,4,4,4,1,4,5,5,4,4,4
2.2,2.0,0.8888888888888888,10,4,2,1,3,1,2,2,1,2,2
2.45,2.3,0.8999999999999999,10,2,1,2,2,3,3,1,2,3,4
1.66,1.7,0.45555555555555544,10,1,3,2,2,2,2,1,2,1,1
4.66,4.9,0.09999999999999999,10,5,5,5,5,5,5,5,4,5,5
2.82,2.6,0.9333333333333336,10,3,1,1,3,3,3,3,3,2,4
4.65,4.6,0.26666666666666666,10,5,4,5,5,5,4,5,5,4,4
2.02,2.0,0.6666666666666666,10,1,3,3,2,2,2,2,1,3,1
3.14,2.3,0.4555555555555555,10,2,2,2,2,2,3,4,2,2,2
1.72,1.5,0.5,10,3,1,2,1,1,1,2,2,1,1
1.7,2.0,0.8888888888888888,10,3,3,1,1,2,3,2,3,1,1
3.02,3.4,0.9333333333333336,10,5,3,4,4,2,3,4,2,4,3
1.51,1.2,0.1777777777777778,10,1,1,1,2,1,1,2,1,1,1
3.92,3.9,0.5444444444444445,10,4,3,5,4,4,3,4,5,4,3
2.4,2.2,1.0666666666666669,10,2,4,2,2,2,4,1,2,2,1
2.75,3.0,0.6666666666666666,10,3,3,2,3,4,4,2,2,3,4
3.76,3.6,1.3777777777777778,10,3,5,5,3,5,2,4,3,2,4
1.91,1.8,1.288888888888889,10,3,1,1,2,3,1,4,1,1,1
1.58,1.7,0.4555555555555555,10,2,1,2,2,1,1,3,2,2,1
4.32,3.9,0.9888888888888889,10,4,5,3,4,3,5,2,4,4,5
1.47,1.3,0.23333333333333334,10,1,1,1,1,2,2,2,1,1,1
3.8,3.9,1.2111111111111112,10,4,3,2,5,5,5,3,3,4,5
2.75,2.7,0.8999999999999999,10,2,2,3,3,2,4,4,3,3,1
4.21,4.3,0.6777777777777777,10,4,4,3,5,5,5,5,3,4,5
4.8,4.8,0.39999999999999997,10,5,5,5,5,5,5,5,3,5,5
1.38,1.6,0.2666666666666667,10,1,2,1,2,2,2,1,2,2,1
4.3100000000000005,4.1,0.7666666666666666,10,5,3,5,5,3,3,4,4,4,5
3.48,2.9,1.2111111111111112,10,4,3,4,2,3,2,4,4,2,1
3.74,3.3,0.8999999999999999,10,2,3,2,4,4,3,4,5,3,3
1.21,1.1,0.1,10,1,1,1,1,1,1,1,1,2,1
3.68,4.1,0.5444444444444444,10,4,5,5,5,4,4,3,4,4,3
1.25,1.3,0.23333333333333334,10,1,1,1,1,1,1,1,2,2,2
4.36,4.5,0.5,10,4,5,5,5,5,5,4,4,3,5
1.27,1.4,0.2666666666666667,10,1,1,2,2,2,2,1,1,1,1
4.58,4.6,0.26666666666666666,10,5,4,5,4,5,4,4,5,5,5
3.66,4.0,0.8888888888888888,10,5,4,5,4,5,4,2,4,3,4
1.24,1.4,0.48888888888888893,10,1,1,1,2,2,1,1,3,1,1
5.0,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.15,3.9,0.9888888888888889,10,4,5,5,4,3,5,3,4,4,2
2.3,2.4,0.7111111111111112,10,3,1,3,3,3,3,2,3,2,1
4.82,4.9,0.09999999999999999,10,5,5,5,5,5,5,5,4,5,5
3.13,3.2,1.0666666666666667,10,2,2,3,4,3,4,2,4,5,3
4.04,3.6,0.48888888888888893,10,3,4,3,4,4,3,4,3,5,3
1.29,1.1,0.1,10,1,1,1,1,1,1,1,1,2,1
2.1,1.7,0.4555555555555555,10,2,1,2,1,2,2,3,1,1,2
4.21,4.3,0.4555555555555555,10,4,5,4,5,5,4,3,4,4,5
1.69,1.6,0.2666666666666667,10,1,2,1,2,1,1,2,2,2,2
4.779999999999999,4.8,0.17777777777777776,10,5,5,5,5,5,5,5,4,5,4
4.529999999999999,4.5,0.9444444444444444,10,5,5,5,4,5,5,5,4,5,2
1.47,1.5,0.2777777777777778,10,1,1,2,2,1,2,2,1,2,1
3.86,3.6,1.3777777777777778,10,5,3,5,4,4,4,3,1,4,3
